src,dst,relation,source_doc_id,source_chunk_id,experiment_ref,paper_doc_id,reaction_system,paper_reaction_system
Cathode:Rh_NA_RhO2_catalyst,Performance:Better_HER_activity_than_Rutile_RhO2_C_Rh_C_Pt_C,improves,doc_0490,doc_0490_chunk_044277,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:High_stability_at_0_4_V_vs_RHE_with_750_mA_cm_2,improves,doc_0490,doc_0490_chunk_044273,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:Higher_exchange_current_density_and_turnover_frequency,improves,doc_0490,doc_0490_chunk_044277,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:Long_term_durability_with_7_mV_potential_shift_after_28_h,improves,doc_0490,doc_0490_chunk_044277,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:Low_Tafel_slope_24_0_mV_dec_1,improves,doc_0490,doc_0490_chunk_044273,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:Low_overpotential_9_8_mV_at_10_mA_cm_2,improves,doc_0490,doc_0490_chunk_044273,,doc_0490,CO2RR,CO2RR
Cathode:Rh_NA_RhO2_catalyst,Performance:Maintains_structure_after_100_h_chronoamperometry_at_0_4_V,improves,doc_0490,doc_0490_chunk_044278,,doc_0490,CO2RR,CO2RR
Cathode:Rh_doped_Degussa_P25_TiO2_nanoparticles,Performance:78_4_selectivity_to_acetaldehyde_with_LHCII_sensitized_Rh_TiO2,improves,doc_0067,doc_0067_chunk_008085,,doc_0067,CORR,CORR
Cathode:Rh_nanocubes,Performance:Activation_energy_for_methane_on_Rh_decreases_under_UV,improves,doc_0294,doc_0294_chunk_028035,,doc_0294,unknown,unknown
Cathode:Rh_nanocubes,Performance:Methane_production_rate_doubled_under_UV_at_623_K,improves,doc_0294,doc_0294_chunk_028033,,doc_0294,unknown,unknown
Cathode:Rh_nanocubes,Performance:Photoreaction_rate_super_linear_with_light_intensity,improves,doc_0294,doc_0294_chunk_028033,,doc_0294,unknown,unknown
Cathode:Ru0_6Cu1_CeO2_catalyst,Performance:25_fold_higher_C2H4_production_under_concentrated_vs_non_concentrated_solar_irradiation,improves,doc_0717,doc_0717_chunk_068819,,doc_0717,CO2RR,CO2RR
Cathode:Ru0_6Cu1_CeO2_catalyst,Performance:C2H4_production_549_20_mol_g_1_with_74_3_selectivity,improves,doc_0717,doc_0717_chunk_068819,,doc_0717,CO2RR,CO2RR
Cathode:Ru0_6Cu1_CeO2_catalyst,Performance:solar_to_chemical_energy_conversion_efficiency_0_5_under_concentrated_solar_irradiation,improves,doc_0717,doc_0717_chunk_068819,,doc_0717,CO2RR,CO2RR
Cathode:Ru0_6Cu1_CeO2_catalyst,Performance:stable_catalytic_activity_over_seven_cycles_with_minimal_mass_loss,improves,doc_0717,doc_0717_chunk_068862,,doc_0717,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst,Performance:FE,improves,doc_0532,doc_0532_chunk_048462,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst,Performance:Formamide_yield_rate_2483_77_g_h_1_mg_cat_1,improves,doc_0532,doc_0532_chunk_048462,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst,Performance:High_intrinsic_activity_and_selectivity_for_formamide_synthesis,improves,doc_0532,doc_0532_chunk_048464,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst,Performance:Suppressed_hydrogen_evolution_reaction,improves,doc_0532,doc_0532_chunk_048464,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst,Performance:cell_voltage,improves,doc_0532,doc_0532_chunk_048464,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_Cu_nanoclusters,Performance:FE,improves,doc_0532,doc_0532_chunk_048462,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_Cu_nanoclusters,Performance:Formamide_yield_rate_2483_77_g_h_1_mg_cat_1,improves,doc_0532,doc_0532_chunk_048462,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_Cu_nanoclusters,Performance:Higher_intrinsic_activity_and_selectivity_than_Cu_nanoclusters_and_RuCu_nanoparticles,improves,doc_0532,doc_0532_chunk_048464,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_Cu_nanoclusters,Performance:Suppressed_hydrogen_evolution_reaction_HER,improves,doc_0532,doc_0532_chunk_048464,,doc_0532,CO2RR,CO2RR
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:FE,improves,doc_1521,doc_1521_chunk_137207,,doc_1521,other_reaction,other_reaction
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:FE,improves,doc_1521,doc_1521_chunk_137226,,doc_1521,other_reaction,other_reaction
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:Formamide_yield_rate_2483_77_g_h_1_mg_cat_1_at_0_5_V_vs_RHE,improves,doc_1521,doc_1521_chunk_137226,,doc_1521,other_reaction,other_reaction
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:Higher_intrinsic_activity_and_selectivity_for_formamide_synthesis_than_Cu_nanoclusters_and_RuCu_nanoparticles,improves,doc_1521,doc_1521_chunk_137228,,doc_1521,other_reaction,other_reaction
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:Ru1Cu_SAA_catalyst_shows_higher_intrinsic_activity_and_selectivity_for_formamide_synthesis_with_suppressed_HER,improves,doc_1521,doc_1521_chunk_137228,,doc_1521,other_reaction,other_reaction
Cathode:Ru1Cu_single_atom_alloy_catalyst_on_TiO2_nanowires,Performance:Suppressed_hydrogen_evolution_reaction_activity,improves,doc_1521,doc_1521_chunk_137228,,doc_1521,other_reaction,other_reaction
Cathode:RuCo_NC_catalyst,Performance:Low_overpotential_and_high_stability_for_HER,improves,doc_1145,doc_1145_chunk_106574,,doc_1145,CO2RR,CO2RR
Cathode:RuCu_alloy_sub_nanoscale_clusters,Performance:C2H4_production_549_20_mol_g_1_with_74_3_selectivity,improves,doc_0717,doc_0717_chunk_068819,,doc_0717,CO2RR,CO2RR
Cathode:RuCu_alloy_sub_nanoscale_clusters,Performance:C2H4_selectivity_increases_10_fold_at_50_suns_light_intensity,improves,doc_0717,doc_0717_chunk_068860,,doc_0717,CO2RR,CO2RR
Cathode:RuCu_alloy_sub_nanoscale_clusters,Performance:solar_to_chemical_energy_conversion_efficiency_0_5_under_concentrated_solar_irradiation,improves,doc_0717,doc_0717_chunk_068819,,doc_0717,CO2RR,CO2RR
Cathode:RuIr_C_electrocatalyst,Performance:Alkaline_HOR_activity,improves,doc_1723,doc_1723_chunk_157236,,doc_1723,other_reaction,other_reaction
Cathode:RuMoNi_electrocatalyst,Performance:1000_mA_cm_2_at_1_70_V_vs_RHE_in_1_0_M_KOH_seawater,improves,doc_2361,doc_2361_chunk_217395,,doc_2361,other_reaction,other_reaction
Cathode:RuMoNi_electrocatalyst,Performance:Nearly_100_OER_selectivity_with_negligible_ClER,improves,doc_2361,doc_2361_chunk_217383,,doc_2361,other_reaction,other_reaction
Cathode:RuMoNi_electrocatalyst,Performance:Overpotential_245_mV_at_10_mA_cm_2_in_1_0_M_KOH_seawater,improves,doc_2361,doc_2361_chunk_217395,,doc_2361,other_reaction,other_reaction
Cathode:RuSex_RuNC_catalyst,Performance:mass_activity_2_61_A_mg_1_at_100_mV_overpotential,improves,doc_1484,doc_1484_chunk_133418,,doc_1484,CO2RR,CO2RR
Cathode:RuSex_RuNC_catalyst,Performance:overpotential_29_mV_at_10_mA_cm_2,improves,doc_1484,doc_1484_chunk_133418,,doc_1484,CO2RR,CO2RR
Cathode:RuSex_RuNC_catalyst,Performance:stable_current_density_over_100_h_continuous_operation,improves,doc_1484,doc_1484_chunk_133419,,doc_1484,CO2RR,CO2RR
Cathode:RuSex_RuNC_composite_catalyst,Performance:ECSA_normalized_current_density_47_9_times_higher_than_RuNC,improves,doc_0496,doc_0496_chunk_044918,,doc_0496,CO2RR,CO2RR
Cathode:RuSex_RuNC_composite_catalyst,Performance:mass_activity_6_7_times_higher_than_20_wt_Pt_C_at_100_mV_overpotential,improves,doc_0496,doc_0496_chunk_044887,,doc_0496,CO2RR,CO2RR
Cathode:RuSex_RuNC_composite_catalyst,Performance:negligible_current_density_decline_over_100_h,improves,doc_0496,doc_0496_chunk_044915,,doc_0496,CO2RR,CO2RR
Cathode:RuSex_RuNC_composite_catalyst,Performance:overpotential_29_mV_at_10_mA_cm_2_in_neutral_media,improves,doc_0496,doc_0496_chunk_044887,,doc_0496,CO2RR,CO2RR
Cathode:RuSex_RuNC_composite_catalyst,Performance:stable_operation_for_at_least_40_h_at_100_mA_cm_2,improves,doc_0496,doc_0496_chunk_044932,,doc_0496,CO2RR,CO2RR
Cathode:Ru_3Ir_2_C_electrocatalyst,Performance:Alkaline_HOR_activity,improves,doc_1723,doc_1723_chunk_157236,,doc_1723,other_reaction,other_reaction
Cathode:Ru_A_TiO2_catalyst,Performance:Ru_A_TiO2_air_H2_catalytic_performance,improves,doc_1439,doc_1439_chunk_129438,,doc_1439,other_reaction,other_reaction
Cathode:Ru_Co_OH_catalyst,Performance:45_4_mg_h_1_cm_2_NH3_yield_rate_at_0_3_V_vs_RHE,improves,doc_0730,doc_0730_chunk_070549,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Co_OH_catalyst,Performance:572_32_mA_cm_2_NH3_partial_current_density,improves,doc_0730,doc_0730_chunk_070549,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Co_OH_catalyst,Performance:FE,improves,doc_0730,doc_0730_chunk_070549,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Co_OH_catalyst,Performance:NH3_production_cost_979_92_per_tonne,improves,doc_0730,doc_0730_chunk_070556,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Co_OH_catalyst,Performance:no_degradation_or_failure_over_1200_h,improves,doc_0730,doc_0730_chunk_070541,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Co_OH_catalyst,Performance:stable_nitrate_electroreduction_over_cycling,improves,doc_0730,doc_0730_chunk_070554,,doc_0730,CO2RR,CO2RR
Cathode:Ru_Cu_TM_cathode,Performance:HER_activity_of_Ru_Cu_TM_cathode,improves,doc_1955,doc_1955_chunk_178069,,doc_1955,other_reaction,other_reaction
Cathode:Ru_Cu_TM_cathode,Performance:Stability_of_Ru_Cu_TM_cathode,improves,doc_1955,doc_1955_chunk_178071,,doc_1955,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Charge_transfer_resistance_21_3,improves,doc_1408,doc_1408_chunk_126743,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Current_density_1000_mA_cm2_at_78_mV_overpotential,improves,doc_1408,doc_1408_chunk_126748,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Current_density_500_mA_cm2_at_56_mV_overpotential,improves,doc_1408,doc_1408_chunk_126748,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Electrochemical_surface_area_97_6_m2_g_Ru,improves,doc_1408,doc_1408_chunk_126742,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Exchange_current_density_4_3_mA_cm2,improves,doc_1408,doc_1408_chunk_126739,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Faraday_efficiency_nearly_100_for_hydrogen_generation,improves,doc_1408,doc_1408_chunk_126749,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Overpotential_15_mV_at_10_mA_cm2,improves,doc_1408,doc_1408_chunk_126736,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Stability_after_10_000_CV_cycles_and_1000_h_chronoamperometry_at_500_mA_cm2,improves,doc_1408,doc_1408_chunk_126750,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Tafel_slope_26_mV_dec,improves,doc_1408,doc_1408_chunk_126739,,doc_1408,other_reaction,other_reaction
Cathode:Ru_Mo2C_CNT_catalyst,Performance:Turnover_frequency_21_9_s_1_at_100_mV_overpotential,improves,doc_1408,doc_1408_chunk_126742,,doc_1408,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMFC_durability,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMFC_peak_power_density,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMFC_performance_with_Ru_NPs_WCx_anode_and_Pt_C_cathode,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMWE_durability,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMWE_mass_activity,improves,doc_2045,doc_2045_chunk_187941,,doc_2045,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:AEMWE_performance_with_Ru_NPs_WCx_cathode_and_NiFe_LDH_anode,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:HER_performance_of_Ru_NPs_WCx_catalyst,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:HOR_performance_of_Ru_NPs_WCx_catalyst,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:High_HOR_mass_activity,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_NPs_WCx_catalyst,Performance:Low_HER_overpotential,improves,doc_1614,doc_1614_chunk_147284,,doc_1614,other_reaction,other_reaction
Cathode:Ru_N_codoped_carbon_nanowires,Performance:Excellent_stability_after_10_000_cycles,improves,doc_1273,doc_1273_chunk_115542,,doc_1273,transferable,both
Cathode:Ru_N_codoped_carbon_nanowires,Performance:Low_Tafel_slope_and_charge_transfer_resistance,improves,doc_1273,doc_1273_chunk_115541,,doc_1273,transferable,both
Cathode:Ru_N_codoped_carbon_nanowires,Performance:Superior_HER_activity,improves,doc_1273,doc_1273_chunk_115539,,doc_1273,transferable,both
Cathode:Ru_O_Mo_dual_atom_sites,Performance:high_selectivity_and_yield_of_diols,improves,doc_0611,doc_0611_chunk_056626,,doc_0611,CO2RR,CO2RR
Cathode:Ru_Pt_core_shell_nanoparticles,Performance:High_HOR_activity_in_alkaline_environments,improves,doc_0036,doc_0036_chunk_002901,,doc_0036,other_reaction,other_reaction
Cathode:Ru_Pt_core_shell_nanoparticles,Performance:Ru_Pt_core_shell_nanoparticles_higher_HOR_activity,improves,doc_0036,doc_0036_chunk_002901,,doc_0036,other_reaction,other_reaction
Cathode:Ru_R_TiO2_catalyst,Performance:Ru_R_TiO2_air_H2_catalytic_performance,improves,doc_1439,doc_1439_chunk_129438,,doc_1439,other_reaction,other_reaction
Cathode:Ru_SACs,Performance:FE,improves,doc_0011,doc_0011_chunk_001066,,doc_0011,other_reaction,other_reaction
Cathode:Ru_SS_FeNiPi_PHSs_catalyst,Performance:500_mA_cm_2_over_1000_h_stability,improves,doc_0916,doc_0916_chunk_086571,,doc_0916,unknown,non_reaction
Cathode:Ru_SS_FeNiPi_PHSs_catalyst,Performance:AEMWE_2000_mA_cm_2_at_1_78_V,improves,doc_0916,doc_0916_chunk_086574,,doc_0916,unknown,non_reaction
Cathode:Ru_SS_FeNiPi_PHSs_catalyst,Performance:Electrolyser_10_mA_cm_2_at_1_46_V,improves,doc_0916,doc_0916_chunk_086568,,doc_0916,unknown,non_reaction
Cathode:Ru_SS_FeNiPi_PHSs_catalyst,Performance:FE,improves,doc_0916,doc_0916_chunk_086571,,doc_0916,unknown,non_reaction
Cathode:Ru_SS_FeNiPi_PHSs_catalyst,Performance:Improved_durability_at_high_current_densities,improves,doc_0916,doc_0916_chunk_086575,,doc_0916,unknown,non_reaction
Cathode:Ru_Super_P_catalyst,Performance:discharge_capacity_about_8058_mAh_g_1_with_Ru_Super_P_and_Cu_I_RM,improves,doc_2335,doc_2335_chunk_214770,,doc_2335,CO2RR,CO2RR
Cathode:Ru_Super_P_catalyst,Performance:discharge_plateau_about_3_01_V_with_Ru_Super_P_and_Cu_I_RM,improves,doc_2335,doc_2335_chunk_214770,,doc_2335,CO2RR,CO2RR
Cathode:Ru_Super_P_catalyst,Performance:energy_efficiency_75_4_with_Ru_Super_P_and_Cu_I_RM,improves,doc_2335,doc_2335_chunk_214770,,doc_2335,CO2RR,CO2RR
Cathode:Ru_Super_P_catalyst,Performance:robust_cycle_stability_over_400_cycles_at_1000_mAh_g_1,improves,doc_2335,doc_2335_chunk_214770,,doc_2335,CO2RR,CO2RR
Cathode:Ru_Ti4O7_catalyst,Performance:Low_electron_transfer_resistance_and_reduced_energy_consumption,improves,doc_1979,doc_1979_chunk_180620,,doc_1979,CO2RR,CO2RR
Cathode:Ru_Ti4O7_catalyst,Performance:Membrane_free_water_electrolysis_at_1_44_V_for_10_mA_cm_2_with_300_h_stability,improves,doc_1979,doc_1979_chunk_180641,,doc_1979,CO2RR,CO2RR
Cathode:Ru_Ti4O7_catalyst,Performance:Stable_operation_for_500_h_with_negligible_activity_decay_in_acidic_media,improves,doc_1979,doc_1979_chunk_180623,,doc_1979,CO2RR,CO2RR
Cathode:Ru_Ti4O7_catalyst,Performance:Tafel_slopes_21_24_mV_dec_1_HER_and_41_26_mV_dec_1_OER,improves,doc_1979,doc_1979_chunk_180620,,doc_1979,CO2RR,CO2RR
Cathode:Ru_Ti4O7_catalyst,Performance:Ultralow_overpotentials_for_HER_8_mV_and_OER_150_mV_at_10_mA_cm_2_in_acidic_media,improves,doc_1979,doc_1979_chunk_180620,,doc_1979,CO2RR,CO2RR
Cathode:Ru_TiO_catalyst_modified_electrode,Performance:10_6_current_density_decay_after_100_h_at_0_1_V,improves,doc_1677,doc_1677_chunk_152831,,doc_1677,other_reaction,other_reaction
Cathode:Ru_TiO_catalyst_modified_electrode,Performance:3_current_density_decay_after_3_h_at_0_1_V,improves,doc_1677,doc_1677_chunk_152831,,doc_1677,other_reaction,other_reaction
Cathode:Ru_and_Cu_catalysts,Performance:FE,improves,doc_0037,doc_0037_chunk_003124,,doc_0037,unknown,non_reaction
Cathode:Ru_atomic_clusters_Ru_ACs_on_CoNC,Performance:Ru_ACs_CoNC_overpotential_72_mV_at_10_mA_cm_2_in_acid,improves,doc_1465,doc_1465_chunk_131728,,doc_1465,CO2RR,CO2RR
Cathode:Ru_based_catalyst,Performance:selectivity_for_oxygen_evolution_reaction,improves,doc_2059,doc_2059_chunk_189431,,doc_2059,other_reaction,other_reaction
Cathode:Ru_mono_NiFe_0_3,Performance:FE,improves,doc_0011,doc_0011_chunk_000931,,doc_0011,other_reaction,other_reaction
Cathode:Ru_nanoparticles,Performance:high_methane_yield_rate_277_mmol_g_1_h_1,improves,doc_0032,doc_0032_chunk_002379,,doc_0032,unknown,unknown
Cathode:Ru_nanoparticles,Performance:methane_generation_rate_14_6_mmol_g_1_h_1_at_150_C,improves,doc_0032,doc_0032_chunk_002382,,doc_0032,unknown,unknown
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:5_mV_overpotential_increase_after_5000_CV_cycles,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:Charge_transfer_resistance_49_1_ohm,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:Mass_activity_20x_Pt_C_and_17x_Ru_C_at_0_1_V_overpotential,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:Overpotential_39_mV_at_10_mA_cm2,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:Stable_chronoamperometry_at_10_mA_cm2_for_28_h,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_nanoparticles_on_HfO2_with_Ru_O_Hf_bonds_and_oxygen_vacancies,Performance:Tafel_slope_29_mV_dec,improves,doc_1448,doc_1448_chunk_130257,,doc_1448,other_reaction,other_reaction
Cathode:Ru_single_atoms,Performance:high_selectivity_and_yield_of_diols,improves,doc_0611,doc_0611_chunk_056626,,doc_0611,CO2RR,CO2RR
Cathode:Ru_single_atoms_on_CeO2,Performance:C2H4_production_549_20_mol_g_1_with_74_3_selectivity,improves,doc_0717,doc_0717_chunk_068849,,doc_0717,CO2RR,CO2RR
Cathode:Ru_single_atoms_on_CeO2,Performance:solar_to_chemical_energy_conversion_efficiency_0_5_under_concentrated_solar_irradiation,improves,doc_0717,doc_0717_chunk_068849,,doc_0717,CO2RR,CO2RR
Cathode:Ru_xPd_y_C_electrocatalyst,Performance:Alkaline_HOR_activity,improves,doc_1723,doc_1723_chunk_157234,,doc_1723,other_reaction,other_reaction
Cathode:Ru_xPt_y_C_electrocatalyst,Performance:Alkaline_HOR_activity,improves,doc_1723,doc_1723_chunk_157234,,doc_1723,other_reaction,other_reaction
Cathode:Ru_x_In_2_x_O_3_SiO_2_core_shell_composites,Performance:core_shell_composites_higher_rate_and_selectivity_than_single_nanocrystals,improves,doc_0659,doc_0659_chunk_062135,,doc_0659,CORR,CORR
Cathode:Ru_x_In_2_x_O_3_SiO_2_core_shell_composites,Performance:ethanol_productivity_with_SiO2_core_shell,improves,doc_1593,doc_1593_chunk_144885,,doc_1593,other_reaction,other_reaction
Cathode:Ru_x_In_2_x_O_3_SiO_2_core_shell_composites,Performance:higher_reaction_rate_and_selectivity,improves,doc_1593,doc_1593_chunk_144911,,doc_1593,other_reaction,other_reaction
Cathode:Ru_x_In_2_x_O_3_SiO_2_core_shell_composites,Performance:visible_light_ethanol_productivity_16_4_mol_g_h_85_9_selectivity,improves,doc_0659,doc_0659_chunk_062109,,doc_0659,CORR,CORR
Cathode:Ru_x_In_2_x_O_3_nanocrystals_with_Ru_atomically_dispersed,Performance:visible_light_ethanol_productivity_14_2_mol_g_h_86_9_selectivity,improves,doc_0659,doc_0659_chunk_062109,,doc_0659,CORR,CORR
Cathode:Ru_x_In_2_x_O_3_nanospheres,Performance:ethanol_productivity,improves,doc_1593,doc_1593_chunk_144885,,doc_1593,other_reaction,other_reaction
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:Ir_and_Re_overlayers_promising_for_CO2RR_with_improved_onset_potential_and_selectivity,improves,doc_0953,doc_0953_chunk_091718,,doc_0953,CO2RR,CO2RR
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:Methane_production_onset_potentials_depend_on_overlayer,improves,doc_0953,doc_0953_chunk_091669,,doc_0953,CO2RR,CO2RR
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:Methanediol_favored_on_strong_binding_surfaces,improves,doc_0953,doc_0953_chunk_091653,,doc_0953,CO2RR,CO2RR
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:OH_binding_free_energy_as_descriptor_for_CO2RR_activity,improves,doc_0953,doc_0953_chunk_091571,,doc_0953,CO2RR,CO2RR
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:Onset_potentials_for_formic_acid_and_methanol_production_vary_by_overlayer,improves,doc_0953,doc_0953_chunk_091650,,doc_0953,CO2RR,CO2RR
Cathode:Rutile_oxide_overlayers_on_RuO2_110,Performance:Oxide_surfaces_with_0_1_G_B_OH_0_1_eV_are_efficient_formic_acid_electrocatalysts,improves,doc_0953,doc_0953_chunk_091716,,doc_0953,CO2RR,CO2RR
